"name"	"ID"	"Ac_vs_LB_p.val"	"Glc_vs_Ac_p.val"	"Glc_vs_LB_p.val"	"Ac_vs_LB_p.adj"	"Glc_vs_Ac_p.adj"	"Glc_vs_LB_p.adj"	"imputed"	"Ac_vs_LB_significant"	"Glc_vs_Ac_significant"	"Glc_vs_LB_significant"	"significant"	"Ac_vs_LB_log2fc"	"Glc_vs_Ac_log2fc"	"Glc_vs_LB_log2fc"	"Ac_centered"	"Glc_centered"	"LB_centered"
"PP_1325"	"PP_1325"	0.000514866401182179	0.000914307354870869	0.630090303071492	0.419	0.301	0.892	FALSE	FALSE	FALSE	FALSE	FALSE	-1.03	0.941	-0.0904	-0.657	0.283	0.374
"PP_1326"	"PP_1326"	0.243322235738198	0.119495236762389	0.639186452406707	0.898	0.879	0.893	FALSE	FALSE	FALSE	FALSE	FALSE	-0.383	0.531	0.148	-0.305	0.226	0.0784
"PP_1328"	NA	0.497382995065386	0.119896852045918	0.0404231323618034	0.914	0.879	0.722	FALSE	FALSE	FALSE	FALSE	FALSE	-0.187	-0.46	-0.647	0.0909	-0.369	0.278
"PP_1347"	"PP_1347"	0.00941629328398467	0.161662746623242	0.0969424644051792	0.766	0.89	0.795	FALSE	FALSE	FALSE	FALSE	FALSE	0.629	-0.283	0.346	0.304	0.0208	-0.325
"PP_1348"	"PP_1348"	0.000428888207880771	0.550682581133074	0.000868875379562587	0.388	0.926	0.133	FALSE	FALSE	FALSE	FALSE	FALSE	0.963	-0.102	0.861	0.355	0.253	-0.608
"PP_1349"	"PP_1349"	0.942976035787059	0.0564785386695694	0.0632577625714257	0.928	0.844	0.763	FALSE	FALSE	FALSE	FALSE	FALSE	0.00976	-0.296	-0.287	0.102	-0.194	0.0923
"PP_1352"	"PP_1352"	0.429016811370847	0.287814802604064	0.766880049221368	0.911	0.909	0.9	FALSE	FALSE	FALSE	FALSE	FALSE	-0.131	0.18	0.0483	-0.104	0.076	0.0277
"PP_1353"	"PP_1353"	0.0160950595667858	0.661398263234563	0.0319330167182568	0.799	0.93	0.697	TRUE	FALSE	FALSE	FALSE	FALSE	-2.74	0.407	-2.34	-1.05	-0.643	1.69
"PP_1356"	"PP_1356"	0.00027960476960681	0.00474626609511917	0.0470225289328924	0.314	0.605	0.736	FALSE	FALSE	FALSE	FALSE	FALSE	1.88	-1.17	0.706	1.02	-0.156	-0.861
"PP_1357"	"PP_1357"	0.00296373404860689	0.0935503815435223	0.0469250571681086	0.665	0.869	0.736	FALSE	FALSE	FALSE	FALSE	FALSE	-1.31	0.584	-0.721	-0.63	-0.0458	0.676
"PP_1358"	"PP_1358"	0.0433939738359914	0.0716368314943069	0.752450315703634	0.846	0.856	0.899	FALSE	FALSE	FALSE	FALSE	FALSE	0.413	-0.357	0.0559	0.257	-0.1	-0.156
"PP_1366"	"PP_1366"	0.278408010135747	0.80040602629926	0.1926468329567	0.901	0.935	0.838	FALSE	FALSE	FALSE	FALSE	FALSE	0.135	0.0302	0.165	0.0348	0.0651	-0.0999
"PP_1372"	"PP_1372"	0.000149429680178306	0.000699213923124008	0.183783418286688	0.211	0.25	0.835	FALSE	FALSE	FALSE	FALSE	FALSE	1.09	-0.862	0.231	0.651	-0.21	-0.441
"PP_1373"	"PP_1373"	0.0204664378186614	0.491197525148652	0.0615464772392723	0.812	0.923	0.76	TRUE	FALSE	FALSE	FALSE	FALSE	-2.92	0.724	-2.19	-1.21	-0.489	1.7
"PP_1374"	"PP_1374"	0.511430466838373	0.543059028646977	0.223318686926065	0.915	0.926	0.846	FALSE	FALSE	FALSE	FALSE	FALSE	0.164	0.152	0.316	0.00414	0.156	-0.16
"PP_1389"	NA	0.136537722512725	0.17602350807306	0.867640004709569	0.883	0.893	0.905	FALSE	FALSE	FALSE	FALSE	FALSE	-0.39	0.35	-0.0404	-0.247	0.103	0.143
"PP_1392"	"PP_1392"	0.283876309429619	0.0254357262708226	0.146785953415179	0.902	0.793	0.822	FALSE	FALSE	FALSE	FALSE	FALSE	0.255	-0.612	-0.357	0.289	-0.323	0.0341
"PP_1395"	"PP_1395"	0.0269308164928195	0.0224808680459251	0.907868153802069	0.825	0.783	0.907	FALSE	FALSE	FALSE	FALSE	FALSE	-1.75	1.83	0.0769	-1.2	0.636	0.559
"PP_1396"	"PP_1396"	0.0256847654235806	0.863040041327957	0.0336783277668903	0.823	0.937	0.703	TRUE	FALSE	FALSE	FALSE	FALSE	3.12	-0.202	2.92	1.11	0.905	-2.01
"PP_1397"	"PP_1397"	0.313595932047272	0.659844585599924	0.552806931158718	0.904	0.93	0.887	FALSE	FALSE	FALSE	FALSE	FALSE	-0.164	0.0698	-0.0947	-0.0781	-0.00829	0.0864
"PP_1398"	"PP_1398"	0.104283557898285	0.552490726538317	0.258281573372147	0.876	0.926	0.853	FALSE	FALSE	FALSE	FALSE	FALSE	-0.355	0.12	-0.235	-0.158	-0.0385	0.197
"PP_1406"	"PP_1406"	0.109733317173998	0.595871900655763	0.0471331793430541	0.877	0.928	0.737	FALSE	FALSE	FALSE	FALSE	FALSE	-0.506	-0.155	-0.661	-0.117	-0.272	0.389
"PP_1418"	"PP_1418"	0.0272463414136367	0.00176508374865097	0.0871174490227249	0.826	0.43	0.788	FALSE	FALSE	FALSE	FALSE	FALSE	1.19	-2.05	-0.861	1.08	-0.972	-0.111
"PP_1419"	"PP_1419"	0.0993492041455552	0.570040122727498	0.237608216305994	0.874	0.927	0.849	FALSE	FALSE	FALSE	FALSE	FALSE	1.39	-0.44	0.951	0.611	0.17	-0.781
"PP_1422"	"PP_1422"	0.00226605591742974	0.00534186062560567	0.538689353665303	0.635	0.622	0.886	FALSE	FALSE	FALSE	FALSE	FALSE	1.02	-0.871	0.146	0.63	-0.242	-0.388
"PP_1423"	"PP_1423"	0.127558632998637	0.0299690760786293	0.371205659118984	0.881	0.805	0.87	FALSE	FALSE	FALSE	FALSE	FALSE	0.265	-0.412	-0.147	0.226	-0.187	-0.0392
"PP_1424"	"PP_1424"	0.0206956115973528	0.114389273584734	0.295633551679712	0.813	0.877	0.86	FALSE	FALSE	FALSE	FALSE	FALSE	0.544	-0.334	0.21	0.293	-0.0412	-0.252
"PP_1440"	"PP_1440"	0.82970537258828	0.264590413023886	0.356519819691597	0.925	0.906	0.869	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0708	0.383	0.312	-0.151	0.232	-0.0805
"PP_1441"	"PP_1441"	0.0624888410597938	0.0124461387524058	0.317700825548492	0.859	0.728	0.863	FALSE	FALSE	FALSE	FALSE	FALSE	-0.461	0.688	0.226	-0.383	0.305	0.0783
"PP_1447"	"PP_1447"	0.0630395240954218	0.072845511163352	0.927232840877821	0.86	0.857	0.907	TRUE	FALSE	FALSE	FALSE	FALSE	-2.15	2.06	-0.0936	-1.41	0.656	0.749
"PP_1451"	"PP_1451"	0.0358213293622252	0.138097565694565	0.402617743488314	0.838	0.884	0.874	FALSE	FALSE	FALSE	FALSE	FALSE	0.824	-0.537	0.287	0.453	-0.0831	-0.37
"PP_1453"	"PP_1453"	0.00382269453453923	0.238389990898653	0.0238649171336385	0.691	0.903	0.664	FALSE	FALSE	FALSE	FALSE	FALSE	-1.3	0.407	-0.895	-0.57	-0.162	0.732
"PP_1454"	"PP_1454"	0.018933221825883	0.0105330791221022	0.701086650596061	0.808	0.71	0.897	FALSE	FALSE	FALSE	FALSE	FALSE	0.444	-0.504	-0.0597	0.316	-0.188	-0.128
"PP_1466"	"PP_1466"	0.21720864822674	0.0180590797009537	0.139172960328983	0.895	0.764	0.819	FALSE	FALSE	FALSE	FALSE	FALSE	-0.504	1.12	0.619	-0.543	0.581	-0.0382
"PP_1473"	"PP_1473"	0.00852710851220246	0.0538539205173422	0.253860150077268	0.759	0.841	0.852	TRUE	FALSE	FALSE	FALSE	FALSE	-3.51	2.27	-1.23	-1.93	0.347	1.58
"PP_1475"	"PP_1475"	0.405664701457961	0.0830851068212872	0.0217039349975279	0.91	0.863	0.652	FALSE	FALSE	FALSE	FALSE	FALSE	-0.122	-0.275	-0.397	0.0512	-0.224	0.173
"PP_1476"	"PP_1476"	0.817259804405045	0.0638852790982537	0.0920707527647869	0.925	0.85	0.792	FALSE	FALSE	FALSE	FALSE	FALSE	0.138	-1.25	-1.11	0.461	-0.784	0.323
"PP_1481"	"PP_1481"	0.00556817738407305	0.383198872890334	0.0212234835532437	0.725	0.917	0.65	FALSE	FALSE	FALSE	FALSE	FALSE	0.79	-0.192	0.598	0.327	0.135	-0.463
"PP_1488"	"PP_1488"	0.104110292051298	0.716339246108015	0.182342181227791	0.876	0.932	0.835	FALSE	FALSE	FALSE	FALSE	FALSE	-0.76	0.155	-0.605	-0.305	-0.15	0.455
"PP_1490"	"PP_1490"	0.960398941430894	0.313223575471765	0.335276860976973	0.928	0.911	0.866	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0232	0.488	0.465	-0.17	0.317	-0.147
"PP_1491"	"PP_1491"	0.00114541729871704	0.0413889337635724	0.0334289492152753	0.545	0.826	0.702	FALSE	FALSE	FALSE	FALSE	FALSE	1.09	-0.531	0.562	0.541	0.0101	-0.552
"PP_1492"	"PP_1492"	0.80863988112387	0.497972562195143	0.657877344192969	0.924	0.923	0.894	FALSE	FALSE	FALSE	FALSE	FALSE	0.0929	-0.264	-0.171	0.119	-0.145	0.0259
"PP_1493"	"PP_1493"	0.000152049737181429	0.0110277552408151	0.00785647157208558	0.214	0.715	0.503	FALSE	FALSE	FALSE	FALSE	FALSE	2.25	-1.09	1.16	1.11	0.0257	-1.14
"PP_1494"	"PP_1494"	0.188536189803039	0.884125017443678	0.151249925102431	0.892	0.937	0.824	FALSE	FALSE	FALSE	FALSE	FALSE	0.644	0.0672	0.711	0.192	0.259	-0.452
"PP_1497"	"PP_1497"	0.00242996392255426	0.202108729421041	0.0169805873279597	0.643	0.898	0.62	FALSE	FALSE	FALSE	FALSE	FALSE	1.54	-0.485	1.06	0.675	0.19	-0.865
"PP_1498"	"PP_1498"	0.0245954307526371	0.483324984896225	0.00832524099955094	0.821	0.923	0.513	FALSE	FALSE	FALSE	FALSE	FALSE	0.928	0.245	1.17	0.228	0.473	-0.7
"PP_1499"	"PP_1499"	0.0199175774004978	0.232024697509065	0.143141529511331	0.811	0.902	0.821	FALSE	FALSE	FALSE	FALSE	FALSE	0.931	-0.413	0.518	0.448	0.0353	-0.483
"PP_1500"	"PP_1500"	0.00350868422738141	0.173528980779324	0.0303056030288876	0.683	0.892	0.692	FALSE	FALSE	FALSE	FALSE	FALSE	0.741	-0.268	0.473	0.336	0.0684	-0.405
"PP_1501"	"PP_1501"	0.594830286127808	0.105790163077843	0.0453041334613893	0.918	0.874	0.733	FALSE	FALSE	FALSE	FALSE	FALSE	-0.144	-0.477	-0.621	0.111	-0.366	0.255
"PP_1502"	"PP_1502"	0.407450513270463	0.00363816749908701	0.00119143342035316	0.91	0.562	0.176	FALSE	FALSE	FALSE	FALSE	FALSE	-0.334	-1.57	-1.9	0.412	-1.16	0.746
"PP_1504"	"PP_1504"	0.0125670171987033	0.000793791238421844	0.0701123623799385	0.784	0.274	0.771	FALSE	FALSE	FALSE	FALSE	FALSE	0.764	-1.26	-0.496	0.674	-0.585	-0.0893
"PP_1507"	"PP_1507"	0.0517462991073638	0.0231405646489701	0.612352464822531	0.852	0.785	0.891	FALSE	FALSE	FALSE	FALSE	FALSE	1.29	-1.59	-0.296	0.959	-0.627	-0.331
"PP_1513"	"PP_1513"	0.153758029492086	0.772840004933969	0.236685862183944	0.887	0.934	0.849	FALSE	FALSE	FALSE	FALSE	FALSE	-0.335	0.0634	-0.272	-0.133	-0.0696	0.203
"PP_1515"	"PP_1515"	0.320378460739881	0.354977416560529	0.0763913339726259	0.904	0.914	0.778	FALSE	FALSE	FALSE	FALSE	FALSE	-0.259	-0.24	-0.499	-0.00634	-0.246	0.253
"PP_1516"	"PP_1516"	0.837422619977922	0.0156314178673783	0.0214527045140953	0.925	0.751	0.651	FALSE	FALSE	FALSE	FALSE	FALSE	0.0218	-0.318	-0.296	0.113	-0.205	0.0914
"PP_1518"	"PP_1518"	0.00481661360510284	0.380789150126753	0.0182639277314945	0.713	0.916	0.63	FALSE	FALSE	FALSE	FALSE	FALSE	-0.468	0.111	-0.357	-0.193	-0.0819	0.275
"PP_1519"	"PP_1519"	0.00619301051330655	0.400925418832906	0.0225663412675865	0.734	0.918	0.657	FALSE	FALSE	FALSE	FALSE	FALSE	-1.89	0.449	-1.44	-0.778	-0.329	1.11
"PP_1523"	"PP_1523"	0.138195184206094	0.981844881160772	0.133438046610409	0.884	0.94	0.817	FALSE	FALSE	FALSE	FALSE	FALSE	0.322	0.00458	0.327	0.106	0.11	-0.216
"PP_1524"	"PP_1524"	0.0151184407292834	0.00882786420619306	0.721496729139345	0.795	0.69	0.898	FALSE	FALSE	FALSE	FALSE	FALSE	0.681	-0.762	-0.0809	0.481	-0.281	-0.2
"PP_1527"	"PP_1527"	0.0100370101060878	0.0183919485989567	0.691251973936837	0.77	0.766	0.896	FALSE	FALSE	FALSE	FALSE	FALSE	-0.969	0.852	-0.118	-0.607	0.245	0.362
"PP_1530"	"PP_1530"	0.00107430830176556	0.14899524356233	0.00885051256300476	0.536	0.887	0.523	FALSE	FALSE	FALSE	FALSE	FALSE	-0.69	0.218	-0.472	-0.302	-0.0849	0.387
"PP_1531"	"PP_1531"	0.081089930346325	0.0855037405840993	0.973175853218685	0.868	0.865	0.909	FALSE	FALSE	FALSE	FALSE	FALSE	0.208	-0.205	0.0036	0.138	-0.067	-0.0706
"PP_1563"	"PP_1563"	0.0835305312391507	0.280549413143735	0.433036867375097	0.869	0.908	0.877	TRUE	FALSE	FALSE	FALSE	FALSE	-3.07	1.79	-1.28	-1.62	0.172	1.45
"PP_1588"	"PP_1588"	0.00225993229504561	0.000640862984790502	0.329217913347141	0.635	0.235	0.865	FALSE	FALSE	FALSE	FALSE	FALSE	-0.705	0.869	0.164	-0.525	0.344	0.18
"PP_1599"	"PP_1599"	0.83866220201883	0.648698615464217	0.799204577118571	0.925	0.93	0.902	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0363	0.0816	0.0453	-0.0393	0.0423	-0.00303
"PP_1613"	"PP_1613"	0.339833064215548	0.0116307452510896	0.00284070526808479	0.906	0.721	0.321	FALSE	FALSE	FALSE	FALSE	FALSE	-0.176	-0.57	-0.746	0.131	-0.438	0.307
"PP_1616"	"PP_1616"	0.112922037030208	0.0145005482048107	0.00129456036042652	0.878	0.744	0.188	FALSE	FALSE	FALSE	FALSE	FALSE	-0.311	-0.547	-0.858	0.0785	-0.468	0.39
"PP_1617"	"PP_1617"	0.602394466015621	0.00166696242087697	0.00335835720961447	0.918	0.419	0.352	FALSE	FALSE	FALSE	FALSE	FALSE	0.0941	-0.819	-0.725	0.304	-0.515	0.21
"PP_1625"	"PP_1625"	0.00534364385126564	0.742708040723279	0.00861918079758606	0.722	0.933	0.518	FALSE	FALSE	FALSE	FALSE	FALSE	0.947	-0.0839	0.863	0.343	0.26	-0.603
"PP_1628"	"PP_1628"	0.00503835914297233	0.00580943989470275	0.920544929695892	0.717	0.635	0.907	FALSE	FALSE	FALSE	FALSE	FALSE	0.479	-0.466	0.0127	0.315	-0.151	-0.164
"PP_1633"	"PP_1633"	0.855884492305785	0.234144143686183	0.303231491726646	0.926	0.902	0.861	FALSE	FALSE	FALSE	FALSE	FALSE	0.0264	-0.181	-0.155	0.0692	-0.112	0.0428
"PP_1641"	"PP_1641"	0.187436989892772	0.11594315576507	0.754037911854752	0.892	0.877	0.899	FALSE	FALSE	FALSE	FALSE	FALSE	-0.283	0.346	0.0635	-0.21	0.137	0.0732
"PP_1642"	"PP_1642"	0.823902156263609	0.364515281787146	0.485021235606261	0.925	0.915	0.882	FALSE	FALSE	FALSE	FALSE	FALSE	0.166	-0.694	-0.528	0.286	-0.407	0.121
"PP_1647"	"PP_1647"	0.0358694412295966	0.0630881033359989	0.722456616034035	0.838	0.85	0.898	TRUE	FALSE	FALSE	FALSE	FALSE	-2.66	2.27	-0.386	-1.64	0.629	1.01
"PP_1648"	"PP_1648"	0.825816017490777	0.167147313567463	0.231896972563481	0.925	0.891	0.848	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0366	0.245	0.209	-0.094	0.151	-0.0574
"PP_1658"	"PP_1658"	0.113945539518365	0.0601598121416567	0.686634951310313	0.878	0.847	0.896	FALSE	FALSE	FALSE	FALSE	FALSE	-0.206	0.254	0.0483	-0.153	0.101	0.0524
"PP_1663"	"PP_1663"	0.00203866917035444	0.18210824184998	0.0154285570054574	0.622	0.894	0.607	FALSE	FALSE	FALSE	FALSE	FALSE	1.04	-0.333	0.703	0.456	0.123	-0.58
"PP_1666"	"PP_1666"	0.300369021336917	0.0144939552188582	0.00306354482116013	0.903	0.744	0.335	FALSE	FALSE	FALSE	FALSE	FALSE	-0.15	-0.424	-0.574	0.0914	-0.333	0.241
"PP_1668"	"PP_1668"	0.817473902106586	0.690979771049559	0.866338118478359	0.925	0.931	0.905	FALSE	FALSE	FALSE	FALSE	FALSE	0.0748	-0.129	-0.0545	0.068	-0.0613	-0.00677
"PP_1674"	"PP_1674"	0.12217398637762	0.080900629269835	0.792798670314722	0.88	0.862	0.901	FALSE	FALSE	FALSE	FALSE	FALSE	-0.276	0.319	0.0432	-0.198	0.121	0.0775
"PP_1680"	"PP_1680"	0.000400196804363051	0.00318629298282751	0.123582314185155	0.376	0.539	0.812	FALSE	FALSE	FALSE	FALSE	FALSE	-1.1	0.779	-0.319	-0.626	0.153	0.472
"PP_1686"	"PP_1686"	0.000126734845197929	0.000120387937571547	0.958316367632998	0.187	0.044	0.909	FALSE	FALSE	FALSE	FALSE	FALSE	0.913	-0.92	-0.00696	0.611	-0.309	-0.302
"PP_1689"	"PP_1689"	0.441148044719438	0.396737257250875	0.934200317924206	0.912	0.917	0.908	FALSE	FALSE	FALSE	FALSE	FALSE	0.155	-0.172	-0.0163	0.109	-0.0627	-0.0463
"PP_1691"	"PP_1691"	0.924920692655627	0.864068870658419	0.938553717413859	0.927	0.937	0.908	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0299	0.0543	0.0244	-0.028	0.0262	0.00181
"PP_1694"	"PP_1694"	0.000347775072402016	0.000374075208695749	0.94746397747248	0.352	0.148	0.908	TRUE	FALSE	FALSE	FALSE	FALSE	-3.69	3.65	-0.0413	-2.45	1.2	1.24
"PP_1697"	"PP_1697"	0.599003413046812	0.00191586298114373	0.00392155444803435	0.918	0.446	0.38	FALSE	FALSE	FALSE	FALSE	FALSE	-0.161	1.36	1.19	-0.506	0.85	-0.345
"PP_1712"	"PP_1712"	0.633998309662535	0.00732183461699033	0.0149909757092017	0.919	0.666	0.603	TRUE	FALSE	FALSE	FALSE	FALSE	0.486	-3.54	-3.06	1.34	-2.2	0.857
"PP_1716"	"PP_1716"	0.565004293082908	0.162074328217082	0.0653965990480359	0.917	0.89	0.765	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0763	-0.196	-0.273	0.04	-0.156	0.116
"PP_1717"	"PP_1717"	0.518794193480874	0.503057080989368	0.206817511708704	0.915	0.924	0.842	FALSE	FALSE	FALSE	FALSE	FALSE	-0.175	-0.182	-0.358	0.00229	-0.18	0.178
"PP_1718"	"PP_1718"	0.626297202475298	0.424528331279365	0.215318505911701	0.919	0.919	0.844	TRUE	FALSE	FALSE	FALSE	FALSE	0.897	1.49	2.39	-0.198	1.29	-1.1
"PP_1720"	"PP_1720"	0.333359361152204	0.0111148259362623	0.0524658952921886	0.905	0.716	0.746	FALSE	FALSE	FALSE	FALSE	FALSE	0.151	-0.487	-0.336	0.213	-0.274	0.0615
"PP_1721"	"PP_1721"	0.676896695797255	0.00566725888762301	0.0104678459652683	0.921	0.631	0.55	FALSE	FALSE	FALSE	FALSE	FALSE	0.119	-1.04	-0.922	0.386	-0.654	0.268
"PP_1726"	"PP_1726"	0.00157185966505053	0.00298566689886112	0.630111893470779	0.589	0.528	0.892	FALSE	FALSE	FALSE	FALSE	FALSE	0.84	-0.752	0.0882	0.531	-0.221	-0.309
"PP_1730"	"PP_1730"	0.000539934175445712	0.0229625460018689	0.0225308617806924	0.427	0.785	0.657	FALSE	FALSE	FALSE	FALSE	FALSE	-1.48	0.738	-0.741	-0.739	-0.00109	0.74
"PP_1737"	"PP_1737"	0.232652313049617	0.124859546980859	0.681267200727674	0.897	0.88	0.895	TRUE	FALSE	FALSE	FALSE	FALSE	1.44	-1.91	-0.474	1.12	-0.796	-0.322
"PP_1738"	"PP_1738"	0.271512853661789	0.30552878882623	0.932969276827915	0.901	0.91	0.908	FALSE	FALSE	FALSE	FALSE	FALSE	-0.445	0.412	-0.0326	-0.286	0.127	0.159
"PP_1741"	"PP_1741"	0.917305931043565	0.154426775733284	0.180699344078953	0.927	0.888	0.834	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0192	0.283	0.264	-0.101	0.183	-0.0816
"PP_1747"	"PP_1747"	0.0342657886461841	0.673075820289296	0.0670846734468573	0.836	0.931	0.767	FALSE	FALSE	FALSE	FALSE	FALSE	0.66	-0.113	0.548	0.258	0.145	-0.403
"PP_1752"	"PP_1752"	0.733306099296942	0.66025583890002	0.920054887839881	0.922	0.93	0.907	FALSE	FALSE	FALSE	FALSE	FALSE	-0.06	0.0777	0.0176	-0.0459	0.0318	0.0141
"PP_1756"	"PP_1756"	0.00992164108783642	0.076876399945492	0.212409101755066	0.769	0.86	0.843	FALSE	FALSE	FALSE	FALSE	FALSE	0.44	-0.264	0.176	0.235	-0.0294	-0.205
"PP_1758"	"PP_1758"	0.0654107328418303	0.0693470222685484	0.97055099067946	0.861	0.855	0.909	FALSE	FALSE	FALSE	FALSE	FALSE	-0.39	0.383	-0.00692	-0.258	0.125	0.132
"PP_1759"	"PP_1759"	0.02214087515802	0.0120139536856401	0.691320100211119	0.816	0.725	0.896	FALSE	FALSE	FALSE	FALSE	FALSE	-0.353	0.404	0.051	-0.252	0.152	0.101
"PP_1762"	"PP_1762"	0.02037467126287	0.193880938580416	0.176177952368735	0.812	0.896	0.833	FALSE	FALSE	FALSE	FALSE	FALSE	0.622	-0.304	0.318	0.308	0.0047	-0.313
"PP_1763"	"PP_1763"	0.659800121496545	0.0410746892046233	0.0828278505189238	0.92	0.826	0.784	FALSE	FALSE	FALSE	FALSE	FALSE	0.105	-0.564	-0.459	0.223	-0.341	0.118
"PP_1764"	"PP_1764"	0.270626220407607	0.959472981259222	0.290730079725405	0.901	0.939	0.859	FALSE	FALSE	FALSE	FALSE	FALSE	-0.227	0.01	-0.217	-0.0791	-0.069	0.148
"PP_1770"	"PP_1770"	0.0123518697882607	0.728258586732882	0.0210700358947502	0.783	0.933	0.649	FALSE	FALSE	FALSE	FALSE	FALSE	0.647	-0.0717	0.575	0.24	0.168	-0.407
"PP_1776"	"PP_1776"	0.00719709174698369	0.0210077196830999	0.484497386658311	0.746	0.777	0.882	FALSE	FALSE	FALSE	FALSE	FALSE	-1.23	0.981	-0.249	-0.737	0.244	0.493
"PP_1779"	"PP_1779"	0.000248049149807073	0.00371028549781608	0.0520429572426313	0.294	0.565	0.746	FALSE	FALSE	FALSE	FALSE	FALSE	-1.14	0.732	-0.409	-0.625	0.108	0.517
"PP_1780"	"PP_1780"	0.00289921489978865	0.0105387020743108	0.378649921071802	0.663	0.71	0.871	FALSE	FALSE	FALSE	FALSE	FALSE	-2.16	1.69	-0.47	-1.28	0.407	0.877
"PP_1786"	"PP_1786"	0.00610186341110944	0.00161282668448807	0.344134077296733	0.733	0.413	0.867	FALSE	FALSE	FALSE	FALSE	FALSE	-0.941	1.19	0.253	-0.712	0.482	0.229
"PP_1787"	"PP_1787"	0.00256127222017226	0.111105469274538	0.0332535780533589	0.649	0.876	0.702	FALSE	FALSE	FALSE	FALSE	FALSE	0.759	-0.311	0.448	0.357	0.0455	-0.402
"PP_1788"	"PP_1788"	0.00715597794667014	0.309792832923198	0.0356431371277663	0.745	0.911	0.709	TRUE	FALSE	FALSE	FALSE	FALSE	-3.94	1.18	-2.76	-1.71	-0.527	2.23
"PP_1790"	"PP_1790"	0.0388923657141797	0.464279398143829	0.125908549215041	0.841	0.922	0.813	FALSE	FALSE	FALSE	FALSE	FALSE	1.41	-0.435	0.97	0.614	0.178	-0.792
"PP_1791"	"PP_1791"	0.993201934964151	0.393833281851708	0.389465060404857	0.929	0.917	0.872	FALSE	FALSE	FALSE	FALSE	FALSE	-0.000829	-0.085	-0.0859	0.0281	-0.057	0.0289
"PP_1792"	"PP_1792"	0.0153432419326835	0.00987959326595841	0.771081427362637	0.796	0.703	0.9	FALSE	FALSE	FALSE	FALSE	FALSE	-1.24	1.36	0.12	-0.866	0.493	0.373
"PP_1795"	"PP_1795"	0.141686519634942	0.704512621990199	0.078169402049437	0.884	0.932	0.78	FALSE	FALSE	FALSE	FALSE	FALSE	0.185	0.0444	0.229	0.0468	0.0913	-0.138
"PP_1798"	"PP_1798"	0.0224607041799403	0.105513418104419	0.341359445305712	0.817	0.874	0.867	FALSE	FALSE	FALSE	FALSE	FALSE	1.04	-0.668	0.369	0.568	-0.0995	-0.469
"PP_1816"	"PP_1816"	0.0152244920212928	0.000465115538855983	0.0278723367226831	0.796	0.181	0.682	FALSE	FALSE	FALSE	FALSE	FALSE	0.384	-0.719	-0.334	0.368	-0.351	-0.0166
"PP_1821"	"PP_1821"	0.666578132664615	0.648672405255315	0.384617581616204	0.92	0.93	0.872	FALSE	FALSE	FALSE	FALSE	FALSE	-0.26	-0.275	-0.534	0.00504	-0.27	0.265
"PP_1824"	"PP_1824"	0.639659128497402	0.745688061940487	0.435036247069424	0.919	0.933	0.877	FALSE	FALSE	FALSE	FALSE	FALSE	0.121	0.0836	0.205	0.0125	0.0961	-0.109
"PP_1826"	"PP_1826"	0.0356912237836634	0.0135767103254438	0.538506737556674	0.838	0.737	0.886	FALSE	FALSE	FALSE	FALSE	FALSE	0.371	-0.464	-0.0938	0.278	-0.186	-0.0923
"PP_1833"	"PP_1833"	0.328243443179369	0.924829750930304	0.288018852837982	0.905	0.939	0.859	FALSE	FALSE	FALSE	FALSE	FALSE	0.191	0.0178	0.208	0.0576	0.0754	-0.133
"PP_1834"	"PP_1834"	0.0152300027048771	0.0439094831033043	0.000649411658449163	0.796	0.83	0.0993	FALSE	FALSE	FALSE	FALSE	FALSE	-0.395	-0.306	-0.701	-0.0297	-0.336	0.365
"PP_1835"	"PP_1835"	0.0129631821596925	0.988673984353302	0.0126878275618491	0.786	0.94	0.579	FALSE	FALSE	FALSE	FALSE	FALSE	-0.542	-0.00247	-0.545	-0.18	-0.182	0.362
"PP_1838"	"PP_1838"	0.491872723622485	0.652251091663524	0.806968838059117	0.914	0.93	0.902	FALSE	FALSE	FALSE	FALSE	FALSE	-0.528	0.343	-0.185	-0.29	0.0526	0.238
"PP_1841"	"PP_1841"	0.0109498129897055	0.702736418017411	0.0196381133058554	0.776	0.932	0.64	FALSE	FALSE	FALSE	FALSE	FALSE	0.546	-0.0649	0.481	0.204	0.139	-0.342
"PP_1842"	"PP_1842"	0.0712703800481403	0.743922694407006	0.0424019378031474	0.864	0.933	0.727	FALSE	FALSE	FALSE	FALSE	FALSE	0.362	0.0586	0.421	0.101	0.16	-0.261
"PP_1845"	"PP_1845"	0.0936981084739463	0.130399512033272	0.832268208674811	0.872	0.882	0.903	FALSE	FALSE	FALSE	FALSE	FALSE	0.211	-0.187	0.0242	0.133	-0.0542	-0.0784
"PP_1854"	"PP_1854"	0.852577814275263	0.016351275841165	0.012321514816541	0.926	0.755	0.575	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0478	-0.762	-0.81	0.238	-0.524	0.286
