"name"	"ID"	"Ac_vs_LB_p.val"	"Glc_vs_Ac_p.val"	"Glc_vs_LB_p.val"	"Ac_vs_LB_p.adj"	"Glc_vs_Ac_p.adj"	"Glc_vs_LB_p.adj"	"imputed"	"Ac_vs_LB_significant"	"Glc_vs_Ac_significant"	"Glc_vs_LB_significant"	"significant"	"Ac_vs_LB_log2fc"	"Glc_vs_Ac_log2fc"	"Glc_vs_LB_log2fc"	"Ac_centered"	"Glc_centered"	"LB_centered"
"glmU"	"PP_5411"	0.0839546417353986	0.728141339982669	0.144582402157878	0.869	0.933	0.821	FALSE	FALSE	FALSE	FALSE	FALSE	0.249	-0.0452	0.204	0.0981	0.0528	-0.151
"glnA"	"PP_5046"	0.0695366654251919	0.0209544223362941	0.00118737636220449	0.863	0.777	0.175	FALSE	FALSE	FALSE	FALSE	FALSE	0.434	0.596	1.03	-0.054	0.542	-0.488
"glnD"	"PP_1589"	0.67717729518489	0.561419485970314	0.330179881253101	0.921	0.926	0.865	FALSE	FALSE	FALSE	FALSE	FALSE	0.353	0.495	0.848	-0.0474	0.448	-0.4
"glnE"	"PP_0340"	0.159193207452399	0.00798320583723335	0.0826128962451025	0.887	0.677	0.784	FALSE	FALSE	FALSE	FALSE	FALSE	-1.14	2.59	1.45	-1.24	1.35	-0.106
"glnS"	"PP_2904"	0.555128652150938	0.0765861180604751	0.192694539807332	0.916	0.859	0.838	FALSE	FALSE	FALSE	FALSE	FALSE	-0.136	0.451	0.315	-0.196	0.255	-0.0597
"gloA"	"PP_3766"	0.0824956176359145	0.084938631306069	0.985225554055666	0.868	0.864	0.91	FALSE	FALSE	FALSE	FALSE	FALSE	0.356	-0.352	0.00341	0.236	-0.116	-0.12
"gloB"	"PP_4144"	0.815123541458858	0.895401430813341	0.715748323066024	0.925	0.938	0.897	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0384	-0.0216	-0.06	-0.00562	-0.0272	0.0328
"glpE"	"PP_0398"	0.662735007762741	0.284227664386084	0.50591630843768	0.92	0.908	0.884	FALSE	FALSE	FALSE	FALSE	FALSE	0.0849	-0.216	-0.131	0.1	-0.115	0.0152
"glpR"	"PP_1074"	0.409047057982809	0.350654853214771	0.90716527123105	0.91	0.914	0.907	FALSE	FALSE	FALSE	FALSE	FALSE	-0.178	0.203	0.0246	-0.127	0.0759	0.0512
"gltA"	"PP_4194"	0.0403475885676106	0.271763356704276	0.23820090916397	0.843	0.907	0.849	FALSE	FALSE	FALSE	FALSE	FALSE	0.529	-0.254	0.275	0.261	0.0068	-0.268
"gltB"	"PP_5076"	0.201633577741976	0.00411315349267518	0.0309859996577903	0.894	0.582	0.694	FALSE	FALSE	FALSE	FALSE	FALSE	-0.202	0.582	0.381	-0.261	0.321	-0.0596
"gltP"	"PP_0137"	0.0222088385266733	0.139968008573186	0.262198440311147	0.816	0.885	0.854	FALSE	FALSE	FALSE	FALSE	FALSE	1.27	-0.731	0.537	0.667	-0.0645	-0.602
"gltR-1"	"PP_0271"	0.486431631691406	0.54543068757631	0.211335725733219	0.914	0.926	0.843	FALSE	FALSE	FALSE	FALSE	FALSE	-0.164	-0.142	-0.307	-0.00739	-0.15	0.157
"gltX"	"PP_1977"	0.0411429744947223	0.0480750706053561	0.921663482660393	0.844	0.835	0.907	FALSE	FALSE	FALSE	FALSE	FALSE	-0.53	0.508	-0.022	-0.346	0.162	0.184
"glxR"	"PP_4299"	0.0154750295573754	0.0771726597884747	0.322086409666976	0.797	0.86	0.864	FALSE	FALSE	FALSE	FALSE	FALSE	0.385	-0.253	0.132	0.213	-0.0407	-0.172
"glyA"	"PP_0671"	0.902855309021229	0.0633696160694863	0.0522204657347789	0.927	0.85	0.746	FALSE	FALSE	FALSE	FALSE	FALSE	0.0197	0.339	0.358	-0.106	0.232	-0.126
"glyA-1"	"PP_0322"	0.020839483043193	0.910825745713395	0.0248064240779973	0.813	0.938	0.669	FALSE	FALSE	FALSE	FALSE	FALSE	0.457	-0.0182	0.438	0.158	0.14	-0.298
"glyQ"	"PP_0061"	0.00641384259209591	0.0220741008934479	0.42134636638267	0.737	0.782	0.876	FALSE	FALSE	FALSE	FALSE	FALSE	-0.619	0.477	-0.142	-0.365	0.112	0.253
"glyS"	"PP_0060"	0.00457839411728673	0.00183345034901916	0.506085961647116	0.708	0.437	0.884	FALSE	FALSE	FALSE	FALSE	FALSE	-0.789	0.928	0.139	-0.572	0.356	0.217
"gmd"	"PP_1799"	0.108355382126662	0.476980110005468	0.317457520828433	0.877	0.922	0.863	FALSE	FALSE	FALSE	FALSE	FALSE	-0.263	0.108	-0.154	-0.124	-0.0155	0.139
"gmhA"	"PP_1323"	0.365403697311972	0.317746041527589	0.917867813303546	0.907	0.911	0.907	FALSE	FALSE	FALSE	FALSE	FALSE	0.541	-0.601	-0.06	0.381	-0.22	-0.16
"gmk"	"PP_5296"	0.974237265345678	0.292772014934421	0.279785748924467	0.929	0.909	0.857	FALSE	FALSE	FALSE	FALSE	FALSE	-0.00946	-0.32	-0.33	0.104	-0.217	0.113
"gmk-1"	"PP_4469"	0.0565729051728444	0.381335198951917	0.226783629535157	0.856	0.916	0.847	FALSE	FALSE	FALSE	FALSE	FALSE	1.7	-0.702	0.993	0.799	0.0971	-0.896
"gnd"	"PP_4043"	0.0363458563996727	0.00614077255384756	0.262459185541702	0.839	0.642	0.854	FALSE	FALSE	FALSE	FALSE	FALSE	0.327	-0.483	-0.156	0.27	-0.213	-0.0569
"gor"	"PP_3819"	0.0899116054591863	0.00514729852249414	0.091496732188989	0.871	0.617	0.791	FALSE	FALSE	FALSE	FALSE	FALSE	-0.288	0.574	0.286	-0.287	0.287	0.000568
"gph"	"PP_0416"	0.0661564998027369	0.0295498516925152	0.613276336933183	0.861	0.804	0.891	FALSE	FALSE	FALSE	FALSE	FALSE	-1.48	1.85	0.365	-1.11	0.737	0.372
"gpsA"	"PP_4169"	0.00276741339734805	0.0261931890049853	0.153515735925502	0.658	0.795	0.825	FALSE	FALSE	FALSE	FALSE	FALSE	-0.627	0.398	-0.229	-0.342	0.0562	0.286
"greA"	"PP_4722"	0.64324013266047	0.197179237374473	0.0963905391428004	0.92	0.897	0.795	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0578	-0.169	-0.227	0.0372	-0.132	0.095
"greB"	"PP_2315"	0.0131073398986844	0.0787629846729677	0.271630424210747	0.787	0.861	0.856	FALSE	FALSE	FALSE	FALSE	FALSE	0.664	-0.419	0.245	0.361	-0.058	-0.303
"groES"	"PP_1360"	0.9641945354009	0.669216473888257	0.637502739437571	0.928	0.931	0.893	FALSE	FALSE	FALSE	FALSE	FALSE	0.00599	0.0574	0.0633	-0.0171	0.0402	-0.0231
"grpE"	"PP_4728"	0.736070700833421	0.32830914118221	0.202518587820274	0.922	0.912	0.841	FALSE	FALSE	FALSE	FALSE	FALSE	0.0468	0.14	0.186	-0.031	0.109	-0.0777
"gshA"	"PP_0243"	0.983183135088292	0.206980182331972	0.21351350583429	0.929	0.898	0.844	FALSE	FALSE	FALSE	FALSE	FALSE	-0.00581	0.368	0.362	-0.125	0.243	-0.119
"gshB"	"PP_4993"	0.420278028238803	0.568902889398144	0.187589893918612	0.91	0.927	0.837	FALSE	FALSE	FALSE	FALSE	FALSE	-0.122	-0.0852	-0.207	-0.0122	-0.0974	0.11
"guaA"	"PP_1032"	0.00693760036544218	0.00971595237056639	0.819162211691216	0.743	0.701	0.903	FALSE	FALSE	FALSE	FALSE	FALSE	-0.711	0.665	-0.046	-0.459	0.206	0.252
"guaB"	"PP_1031"	0.382761842962044	0.776071057998485	0.258478187684074	0.908	0.934	0.853	FALSE	FALSE	FALSE	FALSE	FALSE	0.143	0.0454	0.188	0.0324	0.0779	-0.11
"gyrA"	"PP_1767"	0.00114121061068395	9.42274173847929e-05	0.0469482397034878	0.545	0.0319	0.736	FALSE	FALSE	FALSE	FALSE	FALSE	-0.598	0.878	0.281	-0.492	0.386	0.106
"gyrB"	"PP_0013"	0.019183158874192	0.0160109488208103	0.906454556119096	0.809	0.753	0.907	FALSE	FALSE	FALSE	FALSE	FALSE	-1.01	1.05	0.0414	-0.685	0.363	0.322
"hemA"	"PP_0732"	0.295425902352099	0.156923915907972	0.667893833166351	0.903	0.889	0.895	FALSE	FALSE	FALSE	FALSE	FALSE	0.148	-0.207	-0.059	0.119	-0.0888	-0.0298
"hemB-1"	"PP_2913"	0.0739151856988236	0.000189128127771603	0.00194181846074622	0.865	0.0738	0.254	FALSE	FALSE	FALSE	FALSE	FALSE	0.293	-0.945	-0.652	0.413	-0.532	0.12
"hemC"	"PP_0186"	0.697835743804295	0.57394221300367	0.858754234044966	0.921	0.927	0.904	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0516	0.0751	0.0235	-0.0422	0.0329	0.00934
"hemD"	"PP_0187"	0.031316080247255	0.0790834111675736	0.562543436430499	0.832	0.861	0.888	FALSE	FALSE	FALSE	FALSE	FALSE	-0.616	0.474	-0.142	-0.363	0.111	0.253
"hemE"	"PP_5074"	0.000527579475072309	0.0959012444135549	0.00562489312175289	0.423	0.87	0.445	FALSE	FALSE	FALSE	FALSE	FALSE	-0.6	0.2	-0.4	-0.266	-0.0669	0.333
"hemF"	"PP_0073"	0.411547260123566	0.186803855314849	0.577798728518515	0.91	0.895	0.889	FALSE	FALSE	FALSE	FALSE	FALSE	-0.116	0.193	0.0774	-0.103	0.0902	0.0128
"hemH"	"PP_0744"	0.435894741422984	0.670661572309055	0.243275034875728	0.911	0.931	0.85	FALSE	FALSE	FALSE	FALSE	FALSE	-0.282	-0.152	-0.434	-0.0435	-0.195	0.239
"hemK"	"PP_0734"	0.00688890166845782	0.0142937989571459	0.626641877615752	0.743	0.743	0.892	FALSE	FALSE	FALSE	FALSE	FALSE	-0.348	0.3	-0.0482	-0.216	0.0838	0.132
"hemL"	"PP_4784"	0.00488967054172705	0.0165100809830906	0.420549227970527	0.714	0.756	0.876	FALSE	FALSE	FALSE	FALSE	FALSE	-0.781	0.611	-0.17	-0.464	0.147	0.317
"hemN"	"PP_4264"	0.00529392383986911	0.0294218166465538	0.274174059619527	0.721	0.803	0.856	FALSE	FALSE	FALSE	FALSE	FALSE	-0.771	0.535	-0.236	-0.435	0.0997	0.336
"hemY"	"PP_0189"	0.00221351947405354	0.661661467674433	0.00125382298277578	0.632	0.93	0.183	FALSE	FALSE	FALSE	FALSE	FALSE	-0.981	-0.0992	-1.08	-0.294	-0.393	0.687
"hepA"	"PP_1145"	0.00103317662357789	0.00191624387280316	0.629396778361343	0.53	0.446	0.892	FALSE	FALSE	FALSE	FALSE	FALSE	-0.905	0.816	-0.0889	-0.574	0.242	0.331
"hexR"	"PP_1021"	0.0861520688654668	0.259696144819364	0.475141717950837	0.87	0.905	0.881	FALSE	FALSE	FALSE	FALSE	FALSE	-0.425	0.263	-0.162	-0.229	0.0335	0.195
"hflC"	"PP_4891"	0.179237661050405	0.0172809310677184	0.162308406965862	0.891	0.76	0.828	FALSE	FALSE	FALSE	FALSE	FALSE	0.306	-0.625	-0.32	0.31	-0.315	0.00468
"hflK"	"PP_4892"	0.215856992858128	0.175698833430509	0.890038034509642	0.895	0.893	0.906	FALSE	FALSE	FALSE	FALSE	FALSE	0.267	-0.295	-0.0283	0.187	-0.108	-0.0796
"hflX"	"PP_4893"	0.811519689392882	0.607506994852889	0.457513540623216	0.925	0.928	0.879	FALSE	FALSE	FALSE	FALSE	FALSE	0.0437	0.0949	0.139	-0.017	0.0778	-0.0608
"hfq"	"PP_4894"	0.0186785634467016	0.0417118433121977	0.61090691494671	0.807	0.827	0.891	FALSE	FALSE	FALSE	FALSE	FALSE	0.43	-0.353	0.0768	0.261	-0.0922	-0.169
"hisB"	NA	0.0105316795868089	0.360457434413357	0.00275574866688098	0.773	0.915	0.316	FALSE	FALSE	FALSE	FALSE	FALSE	0.495	0.143	0.638	0.117	0.26	-0.377
"hisC"	"PP_0967"	0.00452054336550249	0.987395740470751	0.00462226839399867	0.707	0.94	0.41	FALSE	FALSE	FALSE	FALSE	FALSE	0.441	-0.00182	0.439	0.148	0.146	-0.293
"hisD"	"PP_0966"	0.0664000021189412	0.0180003909009982	0.416736167921268	0.861	0.764	0.875	FALSE	FALSE	FALSE	FALSE	FALSE	-0.587	0.822	0.236	-0.47	0.353	0.117
"hisE"	"PP_5015"	0.138674609516236	0.164117894995864	0.91217031151004	0.884	0.891	0.907	FALSE	FALSE	FALSE	FALSE	FALSE	0.311	-0.289	0.0214	0.2	-0.0893	-0.111
"hisF"	"PP_0293"	0.159329647031723	0.625364221388173	0.0740437220760484	0.888	0.929	0.775	FALSE	FALSE	FALSE	FALSE	FALSE	0.208	0.0677	0.275	0.0466	0.114	-0.161
"hisG"	"PP_0965"	0.0784094068643897	0.51120612698242	0.218342765482288	0.867	0.924	0.845	FALSE	FALSE	FALSE	FALSE	FALSE	0.253	-0.0857	0.167	0.113	0.027	-0.14
"hisH"	"PP_0290"	0.0195252703950278	0.600765587453504	0.00877969320323922	0.809	0.928	0.521	FALSE	FALSE	FALSE	FALSE	FALSE	0.495	0.0917	0.586	0.134	0.226	-0.36
"hisI"	"PP_5014"	0.507949341600815	0.0721656916979693	0.203667110313508	0.915	0.857	0.841	FALSE	FALSE	FALSE	FALSE	FALSE	0.0744	-0.223	-0.149	0.0992	-0.124	0.0248
"hisS"	"PP_0854"	0.00209033708186869	0.0062903847368336	0.434707569465574	0.625	0.646	0.877	FALSE	FALSE	FALSE	FALSE	FALSE	-0.808	0.662	-0.146	-0.49	0.172	0.318
"hisZ"	"PP_4890"	0.538053086279474	0.818921139099455	0.404865345721448	0.916	0.936	0.874	FALSE	FALSE	FALSE	FALSE	FALSE	0.0837	0.0308	0.114	0.0176	0.0484	-0.066
"hmpA"	"PP_0808"	0.0986872586619174	0.502673638794398	0.0336566839846994	0.874	0.924	0.703	TRUE	FALSE	FALSE	FALSE	FALSE	2.07	0.775	2.85	0.432	1.21	-1.64
"holA"	"PP_4796"	0.0971917179074631	0.0554947214422384	0.723847236565285	0.874	0.843	0.898	TRUE	FALSE	FALSE	FALSE	FALSE	-2.43	2.9	0.472	-1.78	1.12	0.653
"holB"	"PP_1966"	0.443293050985289	0.032546010346297	0.111881538786426	0.912	0.811	0.805	FALSE	FALSE	FALSE	FALSE	FALSE	0.1	-0.323	-0.223	0.141	-0.182	0.0409
"holC"	"PP_0979"	0.39683553951578	0.427115399822834	0.954582763888079	0.909	0.919	0.909	FALSE	FALSE	FALSE	FALSE	FALSE	0.148	-0.139	0.00973	0.0957	-0.043	-0.0527
"hom"	"PP_1470"	0.853446802785859	0.378008941461901	0.478752415389766	0.926	0.916	0.881	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0632	0.31	0.246	-0.124	0.185	-0.0611
"hprA"	"PP_0762"	0.1014351165713	0.527295528517019	0.26648156882469	0.875	0.925	0.855	FALSE	FALSE	FALSE	FALSE	FALSE	0.36	-0.128	0.232	0.163	0.0346	-0.197
"hrpA"	"PP_4546"	0.00802062150579941	0.000545971213975364	0.068328769971315	0.754	0.207	0.769	FALSE	FALSE	FALSE	FALSE	FALSE	-0.937	1.5	0.559	-0.811	0.685	0.126
"hrpB"	"PP_4772"	0.00539921459879871	0.0463975518487574	0.183551620760345	0.723	0.833	0.835	TRUE	FALSE	FALSE	FALSE	FALSE	-4.24	2.62	-1.62	-2.29	0.335	1.95
"hscA"	"PP_0846"	0.586624175008462	0.569722441106199	0.979636165528951	0.918	0.927	0.91	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0927	0.097	0.00431	-0.0632	0.0338	0.0295
"hscB"	"PP_0845"	0.280826615163827	0.878473175660384	0.225426904474615	0.901	0.937	0.846	FALSE	FALSE	FALSE	FALSE	FALSE	0.232	0.0316	0.264	0.0668	0.0984	-0.165
"hslO"	"PP_0252"	0.00123160517119795	0.00582491308033867	0.268074340725246	0.556	0.635	0.855	FALSE	FALSE	FALSE	FALSE	FALSE	-0.675	0.513	-0.162	-0.396	0.117	0.279
"hslR"	"PP_0250"	0.494715417513654	0.679346987816015	0.781485088918976	0.914	0.931	0.901	FALSE	FALSE	FALSE	FALSE	FALSE	0.111	-0.0664	0.0444	0.0591	-0.00733	-0.0518
"hslU"	"PP_5001"	0.944557937858803	0.842515469734499	0.897105669513694	0.928	0.936	0.906	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0126	0.0361	0.0235	-0.0162	0.0199	-0.00362
"hslV"	"PP_5000"	0.990572004207913	0.352243058786275	0.35787377612186	0.929	0.914	0.869	FALSE	FALSE	FALSE	FALSE	FALSE	-0.00128	0.104	0.103	-0.035	0.0688	-0.0338
"htpG"	"PP_4179"	0.0963840785879304	0.809211203712647	0.14036236323629	0.873	0.935	0.82	FALSE	FALSE	FALSE	FALSE	FALSE	-0.231	0.0305	-0.201	-0.0873	-0.0568	0.144
"hupB"	"PP_2303"	0.33117593228515	0.719471465781737	0.197764546657197	0.905	0.932	0.839	FALSE	FALSE	FALSE	FALSE	FALSE	-0.159	-0.0571	-0.216	-0.0339	-0.091	0.125
"hupN"	"PP_0975"	0.0633885010412514	0.495555928691341	0.0213035196261908	0.86	0.923	0.65	FALSE	FALSE	FALSE	FALSE	FALSE	-0.382	-0.126	-0.508	-0.0853	-0.211	0.297
"hutC"	"PP_5035"	0.0645159827417226	0.418345082316807	0.230709843163174	0.86	0.919	0.848	FALSE	FALSE	FALSE	FALSE	FALSE	-0.306	0.122	-0.185	-0.143	-0.0212	0.164
"hyi"	"PP_4298"	0.216495505987088	0.322239615069393	0.780427695733969	0.895	0.912	0.901	FALSE	FALSE	FALSE	FALSE	FALSE	-0.318	0.25	-0.0682	-0.189	0.0605	0.129
"ihfA"	"PP_2471"	0.0336108034686481	0.00640736238525114	0.293477363164062	0.835	0.648	0.86	FALSE	FALSE	FALSE	FALSE	FALSE	0.292	-0.419	-0.127	0.237	-0.182	-0.0548
"ihfB"	"PP_1773"	0.014168514727988	0.020360516800746	0.813617251123004	0.792	0.775	0.902	FALSE	FALSE	FALSE	FALSE	FALSE	0.507	-0.468	0.0392	0.325	-0.143	-0.182
"ilvA-1"	"PP_3446"	0.0283449507799577	0.0519347447419014	0.702659292886254	0.828	0.839	0.897	FALSE	FALSE	FALSE	FALSE	FALSE	-0.403	0.344	-0.0593	-0.249	0.0948	0.154
"ilvA-2"	"PP_5149"	0.466725911812657	0.00180698152329087	0.00494782757578696	0.913	0.435	0.422	FALSE	FALSE	FALSE	FALSE	FALSE	-0.111	0.676	0.565	-0.262	0.414	-0.151
"ilvB"	"PP_4680"	0.0210500051044839	0.334321489751152	0.101239596033096	0.813	0.913	0.798	FALSE	FALSE	FALSE	FALSE	FALSE	0.398	-0.142	0.256	0.18	0.0381	-0.218
"ilvD"	"PP_5128"	0.00631230793855753	0.141463464736493	0.000777806867036886	0.736	0.885	0.119	FALSE	FALSE	FALSE	FALSE	FALSE	0.924	0.407	1.33	0.172	0.579	-0.751
"ilvE"	"PP_3511"	0.37608168370167	0.395294908442386	0.104633291572795	0.908	0.917	0.801	FALSE	FALSE	FALSE	FALSE	FALSE	0.116	0.111	0.227	0.00161	0.112	-0.114
"imp"	"PP_0404"	0.224909948429951	0.611313775927743	0.453177445361329	0.896	0.928	0.879	FALSE	FALSE	FALSE	FALSE	FALSE	0.281	-0.113	0.168	0.131	0.0185	-0.15
"infA"	"PP_4007"	0.114825626558998	0.527987475441166	0.297582202234384	0.878	0.925	0.86	FALSE	FALSE	FALSE	FALSE	FALSE	0.313	-0.116	0.197	0.143	0.0268	-0.17
"infB"	"PP_4712"	0.0451367039114795	0.020011709616028	0.607341288696317	0.847	0.773	0.891	FALSE	FALSE	FALSE	FALSE	FALSE	-0.448	0.549	0.1	-0.332	0.216	0.116
"infC"	NA	0.508433317729884	0.930457737338736	0.456729609671345	0.915	0.939	0.879	FALSE	FALSE	FALSE	FALSE	FALSE	0.116	0.0151	0.131	0.0337	0.0488	-0.0825
"ipk"	"PP_0723"	0.290469456610597	0.168237861839466	0.709894311499692	0.902	0.891	0.897	FALSE	FALSE	FALSE	FALSE	FALSE	0.558	-0.747	-0.19	0.435	-0.312	-0.123
"iscA"	"PP_0844"	0.0117137991119753	0.084207720616824	0.229618078115436	0.78	0.864	0.847	FALSE	FALSE	FALSE	FALSE	FALSE	0.472	-0.285	0.187	0.252	-0.0324	-0.22
"iscS"	"PP_0842"	0.0918020595680125	0.356476678711958	0.0205698046646675	0.872	0.915	0.646	FALSE	FALSE	FALSE	FALSE	FALSE	0.255	0.13	0.385	0.0417	0.172	-0.213
"iscU"	"PP_0843"	0.348543719686667	0.265076434380274	0.843796115510204	0.906	0.906	0.904	FALSE	FALSE	FALSE	FALSE	FALSE	-0.227	0.273	0.0464	-0.167	0.107	0.0602
"ispA"	"PP_0528"	0.166758823583855	0.311092631948016	0.669942080983646	0.889	0.911	0.895	FALSE	FALSE	FALSE	FALSE	FALSE	-0.229	0.162	-0.0663	-0.13	0.032	0.0983
"ispB"	"PP_0687"	0.0475828468774635	0.849593879558967	0.0642850935066356	0.849	0.936	0.764	FALSE	FALSE	FALSE	FALSE	FALSE	-0.302	0.0252	-0.277	-0.109	-0.0839	0.193
"ispD"	"PP_1614"	0.0952946013350132	0.363384798105085	0.378106066646862	0.873	0.915	0.871	FALSE	FALSE	FALSE	FALSE	FALSE	0.312	-0.158	0.153	0.157	-0.00169	-0.155
"ispF"	"PP_1618"	0.148678980659798	0.738678161027685	0.0883517478316035	0.886	0.933	0.789	FALSE	FALSE	FALSE	FALSE	FALSE	0.416	0.0896	0.505	0.109	0.198	-0.307
"ispG"	"PP_0853"	0.00302425376790756	0.00415762448449868	0.817890149844775	0.667	0.584	0.903	FALSE	FALSE	FALSE	FALSE	FALSE	-0.536	0.506	-0.03	-0.348	0.159	0.189
"ispH"	"PP_0606"	0.580340286920315	0.303139463603887	0.132897555013028	0.917	0.91	0.816	FALSE	FALSE	FALSE	FALSE	FALSE	0.0966	0.185	0.281	-0.0294	0.155	-0.126
"katA"	"PP_0481"	0.239320740600036	0.330712794101014	0.818608548453742	0.898	0.912	0.903	FALSE	FALSE	FALSE	FALSE	FALSE	-0.155	0.126	-0.0289	-0.0938	0.0325	0.0613
"kdpA"	"PP_4161"	0.752013718990557	0.515332495327897	0.732589292005706	0.923	0.924	0.898	FALSE	FALSE	FALSE	FALSE	FALSE	0.0813	-0.169	-0.088	0.0835	-0.0858	0.00222
"kdsA-1"	"PP_1611"	0.0219182284073401	0.306209094349858	0.116497644027908	0.815	0.91	0.808	FALSE	FALSE	FALSE	FALSE	FALSE	0.438	-0.168	0.271	0.202	0.0343	-0.236
"kdsA-2"	"PP_1807"	0.000427169458418582	0.25695627288333	0.00179460188801467	0.387	0.905	0.24	FALSE	FALSE	FALSE	FALSE	FALSE	-0.848	0.176	-0.672	-0.342	-0.165	0.507
"kdsB"	"PP_1902"	0.610163143266837	0.0305997914643605	0.0138044737964101	0.918	0.806	0.591	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0593	-0.295	-0.354	0.0785	-0.216	0.138
"kdtA"	"PP_4928"	0.00117356766475324	0.00580645652479537	0.254510054898015	0.549	0.634	0.853	FALSE	FALSE	FALSE	FALSE	FALSE	-1.74	1.31	-0.428	-1.02	0.295	0.723
"kgdB"	"PP_4188"	0.00208381485298266	0.000232118185368411	0.0925572971616797	0.625	0.0918	0.792	FALSE	FALSE	FALSE	FALSE	FALSE	0.601	-0.855	-0.254	0.485	-0.37	-0.116
"KRT1"	"ENSG00000167768.4"	0.000279177391759088	0.753108514528617	0.000394592114674856	0.314	0.934	0.0578	FALSE	FALSE	FALSE	FALSE	FALSE	-0.694	0.036	-0.658	-0.243	-0.207	0.451
"KRT10"	"ENSG00000186395.7"	0.0226063887663807	0.179652549936111	0.210032609253623	0.817	0.894	0.843	FALSE	FALSE	FALSE	FALSE	FALSE	-0.506	0.263	-0.243	-0.256	0.00643	0.25
"KRT20"	"ENSG00000171431.3"	0.714575845508838	0.219787334728077	0.367964935645422	0.922	0.9	0.87	TRUE	FALSE	FALSE	FALSE	FALSE	0.37	-1.3	-0.931	0.557	-0.744	0.187
"KRT31"	"ENSG00000094796.4"	0.00568180157201218	0.00835430698082158	0.791209618624827	0.727	0.683	0.901	FALSE	FALSE	FALSE	FALSE	FALSE	-0.848	0.787	-0.0612	-0.545	0.242	0.303
"Krt7"	"ENSMUSG00000023039.16"	0.620371722023451	0.713515982883798	0.896086574419985	0.919	0.932	0.906	FALSE	FALSE	FALSE	FALSE	FALSE	-0.231	0.17	-0.0603	-0.134	0.0367	0.097
"KRT9"	"ENSG00000171403.9"	0.637202690401492	0.783054206597388	0.460930703762852	0.919	0.935	0.88	FALSE	FALSE	FALSE	FALSE	FALSE	0.27	0.157	0.427	0.0378	0.195	-0.233
"ksgA"	"PP_0401"	0.000294262522226239	0.290469703806013	0.0010486232826109	0.323	0.909	0.157	FALSE	FALSE	FALSE	FALSE	FALSE	-0.831	0.151	-0.68	-0.328	-0.176	0.504
"ldhA"	"PP_1649"	0.89735025786574	0.214066212050002	0.258170631590696	0.927	0.899	0.853	FALSE	FALSE	FALSE	FALSE	FALSE	0.0476	-0.484	-0.436	0.177	-0.306	0.129
"lepA"	"PP_1431"	0.0245750384309867	0.0120537876292076	0.645050406281344	0.821	0.725	0.893	FALSE	FALSE	FALSE	FALSE	FALSE	-1.55	1.82	0.267	-1.12	0.695	0.428
"lepB"	"PP_1432"	0.015624676205759	0.0523207785487146	0.448740871257262	0.797	0.84	0.879	TRUE	FALSE	FALSE	FALSE	FALSE	-3.4	2.52	-0.877	-1.97	0.548	1.42
"leuA"	"PP_1025"	0.817306127708165	0.070522898375432	0.048877423229224	0.925	0.855	0.74	FALSE	FALSE	FALSE	FALSE	FALSE	0.0462	0.405	0.451	-0.12	0.286	-0.166
"leuS"	"PP_4794"	0.053821194863651	0.00136916224866311	0.0321996258919968	0.854	0.38	0.698	FALSE	FALSE	FALSE	FALSE	FALSE	-0.343	0.736	0.394	-0.36	0.377	-0.0169
"lexA-1"	"PP_2143"	0.197871488647111	0.374821589135045	0.65317335729722	0.893	0.916	0.894	FALSE	FALSE	FALSE	FALSE	FALSE	-0.298	0.199	-0.0988	-0.166	0.0334	0.132
"lexA-2"	"PP_3116"	0.19061108189913	0.0246953074200815	0.215414748766729	0.892	0.79	0.844	FALSE	FALSE	FALSE	FALSE	FALSE	-0.291	0.566	0.274	-0.286	0.28	0.00577
"ligA"	"PP_4274"	0.000271554754883365	0.00068156036841719	0.424238157908674	0.309	0.246	0.876	FALSE	FALSE	FALSE	FALSE	FALSE	-0.833	0.721	-0.111	-0.518	0.203	0.315
"lipA"	"PP_4800"	0.0798573295719423	0.190419933497975	0.00921656565720553	0.867	0.896	0.529	FALSE	FALSE	FALSE	FALSE	FALSE	0.351	0.25	0.601	0.0337	0.284	-0.317
"lipB"	"PP_4801"	0.0195315278083655	0.0875012385415054	0.355060175697306	0.81	0.866	0.868	FALSE	FALSE	FALSE	FALSE	FALSE	0.429	-0.285	0.143	0.238	-0.0473	-0.191
"livG"	"PP_1138"	0.00979097845681684	0.666910763533226	0.0188851296440396	0.768	0.931	0.635	FALSE	FALSE	FALSE	FALSE	FALSE	-0.344	0.0452	-0.299	-0.13	-0.0847	0.215
"lldD"	"PP_4736"	0.788572784482476	0.27863046834453	0.188415413438151	0.924	0.908	0.837	FALSE	FALSE	FALSE	FALSE	FALSE	0.0295	0.124	0.153	-0.0314	0.0924	-0.0609
"lolA"	NA	0.0156761926630188	0.200040391558491	0.131581899996567	0.798	0.897	0.816	FALSE	FALSE	FALSE	FALSE	FALSE	-0.364	0.165	-0.199	-0.176	-0.0112	0.187
